Sigla	Disciplina	TPI	Recomendação	Ementa	Bibliografia Básica	Bibliografia Complementar
NHT1093-16	Fundamentos de Zoologia dos Invertebrados	4-2-3	Sistemática e Biogeografia	"Fundamentos de sistemática; Origem e filogenia de Metazoa e “Protozoa”. Aspectos da biologia, morfologia e sistemática dos grupos ""Porifera"", Cnidaria, Ctenophora, Lophotrocozoa (Mollusca, Platyhelminthes e Anellida), Ecdysozoa (Gnathifera e Panarthropoda), Deuterostomata (Echinodermata) e outros pequenos filos de invertebrados não cordados."	"BRUSCA, Richard C.; BRUSCA, Gary J. Invertebrados. 2 ed. Rio de Janeiro: Guanabara Koogan, 2007. 968 p.
RIBEIRO-COSTA, Cibele S.; ROCHA, Rosana Moreira da. Invertebrados: manual de aulas práticas. 2 ed. Ribeirão Preto: Holos Editora, 2006. 271 p.
RUPPERT, Edwards E.; FOX, Richard S.; BARNES, Robert D. Zoologia dos invertebrados: uma abordagem funcional-evolutiva. 7.ed. São Paulo: Roca, 2005. 1142 p."	"AMORIM, Dalton de Souza. Fundamentos de sistemática filogenética. Ribeirão Preto: Holos, 2002. 154 p.
ARAÚJO-DE-ALMEIDA, E. (Org.). Ensino de Zoologia: ensaios interdisciplinares. 2 ed. João Pessoa : Editora Universitária UFPB, 2009, 220p.
MINELLI, Alessandro. Perspectives in animal phylogeny and evolution. Oxford : Oxford University Press, c2009. xiii, 345 p. (Oxford biology).
ARAÚJO-DE-ALMEIDA, E. (Org.). Ensino de Zoologia: ensaios interdisciplinares. 2 ed. João Pessoa : Editora Universitária UFPB, 2009, 220p.
NIELSEN, Claus. Animal evolution: interrelationships of the living phyla. 2ª. ed. Oxford: Oxford University, 2001. x, 563 p.
SCHMIDT-RHAESA, Andreas. The evolution of organ systems. Oxford, UK: Oxford University Press, c2007. 385 p.
VALENTINE, James W. On the origin of phyla. Chicago: University of Chicago, 2004. 608 p."
